                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3889,                 1.7815,                 1.0198,                0.75884,                 0.6182,                0.70777,                0.42378,                 1.3174,                 1.2848,                 1.0151,             0.00066374,             0.00066374,             0.00066374
